Drug Name	National Drug Code (NDC)
Lorazepam	71335-0329
Lorazepam	71335-0655
Lorazepam	71335-1138
Lorazepam	71335-1311
Lorazepam	71335-1455
Lorazepam	71335-1467
Lorazepam	71335-1694
Lorazepam	71610-008
Lorazepam	71610-122
Lorazepam	71610-148
Lorazepam	71610-149
Lorazepam	71610-178
Lorazepam	71610-199
Lorazepam	71610-225
Lorazepam	71610-229
Lorazepam	71610-255
Lorazepam	76329-8261
Methylphenidate	00781-8843-01
Methylphenidate	31722-0927-01
Methylphenidate	00406-1146-10
Methylphenidate	10702-0076-06
Methylphenidate	64720-0238-10
Methylphenidate	16714-0822-01
Methylphenidate	13811-0710-10
Methylphenidate	00406-1142-10
Methylphenidate	00527-3310-37
Methylphenidate	57664-0230-88
Methylphenidate	10702-0164-50
Methylphenidate	00781-8840-01
Methylphenidate	00093-5292-01
Methylphenidate	54868-1704-00
Methylphenidate	65580-0530-01
Methylphenidate	51862-0263-01
Methylphenidate	16714-0823-01
Methylphenidate	64720-0401-10
Methylphenidate	00781-1749-01
Methylphenidate	31722-0174-01
Methylphenidate	00093-5298-01
Methylphenidate	31722-0955-01
Methylphenidate	64720-0406-10
Methylphenidate	00093-3230-01
Methylphenidate	00527-4580-37
Methylphenidate	00781-1753-01
Methylphenidate	00591-5884-01
Methylphenidate	00781-1748-01
Methylphenidate	65162-0235-09
Methylphenidate	62175-0156-37
Methylphenidate	62037-0726-01
Methylphenidate	00115-1739-01
Methylphenidate	64980-0222-01
Methylphenidate	64720-0237-10
Methylphenidate	51862-0612-01
Methylphenidate	00781-8842-01
Methylphenidate	43386-0574-01
Methylphenidate	10702-0163-50
Methylphenidate	53014-0530-07
Methylphenidate	47781-0631-01
Methylphenidate	51862-0610-01
Methylphenidate	00781-8841-01
Methylphenidate	31722-0175-01
Methylphenidate	10702-0075-01
Methylphenidate	45963-0201-11
Methylphenidate	70010-0015-01
Methylphenidate	62175-0151-37
Methylphenidate	43386-0931-05
Methylphenidate	31722-0928-01
Methylphenidate	00406-1144-10
Methylphenidate	47781-0416-01
Methylphenidate	62175-0152-37
Methylphenidate	53014-0531-07
Methylphenidate	10702-0075-06
Methylphenidate	65162-0237-09
Methylphenidate	10147-0687-01
Methylphenidate	43386-0573-01
Methylphenidate	57664-0228-88
Methylphenidate	64720-0403-10
Methylphenidate	64720-0402-10
Methylphenidate	00115-1737-01
Methylphenidate	00781-5749-01
Methylphenidate	65162-0231-09
Methylphenidate	00378-8156-77
Methylphenidate	00591-5883-01
Methylphenidate	51862-0614-30
Methylphenidate	00115-1741-01
Methylphenidate	68084-0833-25
Methylphenidate	65580-0532-01
Methylphenidate	64720-0405-10
Methylphenidate	00093-5346-01
Methylphenidate	53014-0532-07
Methylphenidate	57664-0229-88
Methylphenidate	00591-2717-01
Methylphenidate	51862-0265-01
Methylphenidate	13811-0710-30
Methylphenidate	00378-8157-77
Methylphenidate	00093-5296-01
Methylphenidate	00115-1738-01
Methylphenidate	62175-0155-37
Methylphenidate	00406-1142-01
Methylphenidate	00591-2716-01
Methylphenidate	10147-0688-01
Methylphenidate	10702-0102-01
Methylphenidate	45963-0202-11
Methylphenidate	00406-0136-01
Methylphenidate	00093-3231-01
Methylphenidate	27808-0058-01
Methylphenidate	16714-0821-01
Methylphenidate	00603-4577-21
Methylphenidate	00093-5295-01
Methylphenidate	67767-0201-01
Methylphenidate	53014-0530-12
Methylphenidate	00591-5882-01
Methylphenidate	00406-1840-01
Methylphenidate	62037-0734-01
Methylphenidate	51991-0612-50
Methylphenidate	42291-0569-90
Methylphenidate	00093-3232-01
Methylphenidate	43386-0572-01
Methylphenidate	00527-3312-37
Methylphenidate	51862-0611-01
Methylphenidate	64720-0404-10
Methylphenidate	00527-4583-37
Methylphenidate	43199-0042-01
Methylphenidate	00093-5347-01
Methylphenidate	00406-1830-01
Methylphenidate	31722-0952-01
Methylphenidate	00527-4582-37
Methylphenidate	60687-0220-21
Methylphenidate	65162-0233-09
Methylphenidate	62559-0791-01
Methylphenidate	00378-8157-01
Methylphenidate	00591-2718-30
Methylphenidate	00406-1810-01
Methylphenidate	10147-0686-01
Methylphenidate	13811-0709-10
Methylphenidate	00603-4578-21
Methylphenidate	47781-0540-01
Methylphenidate	51991-0713-50
Methylphenidate	10702-0100-01
Methylphenidate	69452-0166-20
Methylphenidate	00527-3313-37
Methylphenidate	13811-0708-10
Methylphenidate	67767-0200-01
Methylphenidate	00406-1445-01
Methylphenidate	60429-0539-01
Methylphenidate	42291-0571-90
Methylphenidate	70010-0043-01
Methylphenidate	42291-0603-01
Methylphenidate	00781-2363-01
Methylphenidate	00378-8155-01
Methylphenidate	13811-0706-10
Methylphenidate	00406-1144-01
Methylphenidate	00781-5754-01
Methylphenidate	00093-5348-01
Methylphenidate	62175-0312-37
Methylphenidate	67767-0202-01
Methylphenidate	00115-1740-01
Methylphenidate	00364-0561-01
Methylphenidate	65580-0531-01
Methylphenidate	51991-0611-50
Methylphenidate	00406-1146-01
Methylphenidate	62559-0790-01
Methylphenidate	31722-0954-01
Methylphenidate	00591-2718-01
Methylphenidate	00378-8156-01
Methylphenidate	62175-0313-37
Methylphenidate	43386-0930-05
Methylphenidate	10702-0101-01
Methylphenidate	00093-5297-01
Methylphenidate	00115-1801-01
Methylphenidate	00781-5748-01
Methylphenidate	00781-5753-01
Methylphenidate	47781-0415-01
Methylphenidate	10147-0685-01
Methylphenidate	00591-3111-01
Methylphenidate	31722-0953-01
Methylphenidate	10702-0076-01
Methylphenidate	00406-3010-50
Methylphenidate	00115-1736-01
Methylphenidate	57664-0369-35
Methylphenidate	00406-0127-01
Methylphenidate	47781-0418-01
Methylphenidate	51927-3076-00
Methylphenidate	00527-3311-37
Methylphenidate	27808-0059-01
Methylphenidate	62037-0727-01
Methylphenidate	70010-0042-01
Methylphenidate	00406-1860-01
Methylphenidate	31722-0173-01
Methylphenidate	00406-1850-01
Methylphenidate	00527-4579-37
Methylphenidate	00093-5293-01
Methylphenidate	00115-1802-01
Methylphenidate	51862-0267-30
Methylphenidate	70010-0013-01
Methylphenidate	00406-1473-01
Methylphenidate	62175-0153-37
Methylphenidate	00781-2364-01
Methylphenidate	62037-0725-01
Methylphenidate	68084-0816-21
Methylphenidate	47781-0541-01
Methylphenidate	13811-0707-10
Methylphenidate	45963-0200-11
Methylphenidate	00378-8155-77
Methylphenidate	51991-0712-50
Methylphenidate	00406-1820-01
Methylphenidate	47781-0417-01
Methylphenidate	00527-4584-37
Methylphenidate	00406-0154-01
Methylphenidate	00115-1800-01
Methylphenidate	00591-2717-30
Methylphenidate	71930-0024-52
Methylphenidate	00781-2362-01
Methylphenidate	43199-0041-01
Methylphenidate	42291-0601-01
Methylphenidate	00378-8158-77
Methylphenidate	43386-0571-01
Methylphenidate	00527-4581-37
Methylphenidate	00406-3005-50
Methylphenidate	43386-0575-01
Methylphenidate	62175-0154-37
Methylphenidate	00603-4576-21
Methylphenidate	64720-0239-10
Methylphenidate	00378-8158-01
Methylphenidate	62175-0311-37
Methylphenidate	00591-2715-01
Methylphenidate	62175-0310-37
Methylphenidate	51862-0264-01
Oxcarbazepine	0054-0199
Oxcarbazepine	0078-0337
Oxcarbazepine	0078-0357
Oxcarbazepine	0078-0456
Oxcarbazepine	0078-0457
Oxcarbazepine	0615-8153
Oxcarbazepine	0615-8292
Oxcarbazepine	0781-6270
Oxcarbazepine	17772-121
Oxcarbazepine	17772-122
Oxcarbazepine	17772-123
Oxcarbazepine	51672-4105
Oxcarbazepine	51672-4106
Oxcarbazepine	51672-4107
Oxcarbazepine	51991-292
Oxcarbazepine	51991-293
Oxcarbazepine	51991-294
Oxcarbazepine	55154-8187
Oxcarbazepine	55289-007
Oxcarbazepine	55700-868
Oxcarbazepine	60429-061
Oxcarbazepine	60429-062
Oxcarbazepine	60429-063
Oxcarbazepine	62756-183
Oxcarbazepine	62756-184
Oxcarbazepine	62756-185
Oxcarbazepine	63629-3816
Oxcarbazepine	63629-4987
Oxcarbazepine	63629-6834
Oxcarbazepine	65162-649
Oxcarbazepine	68084-845
Oxcarbazepine	68084-853
Oxcarbazepine	68084-867
Oxcarbazepine	68094-123
Oxcarbazepine	68462-137
Oxcarbazepine	68462-138
Oxcarbazepine	68462-139
Oxcarbazepine	70518-0894
Oxcarbazepine	70518-1027
Oxcarbazepine	70518-1055
Oxcarbazepine	70518-1073
Oxcarbazepine	70518-2253
Oxcarbazepine	70518-2254
Oxcarbazepine	70518-2276
Oxcarbazepine	70518-2370
Oxcarbazepine	70518-2377
Oxcarbazepine	71205-411
Oxcarbazepine	71335-0090
Oxcarbazepine	71335-0410
Oxcarbazepine	71335-0505
Oxcarbazepine	71335-0978
Quetiapine	0054-0220
Quetiapine	0054-0221
Quetiapine	0054-0222
Quetiapine	0054-0223
Quetiapine	0054-0229
Quetiapine	0054-0230
Quetiapine	0093-2063
Quetiapine	0093-8162
Quetiapine	0093-8163
Quetiapine	0093-8164
Quetiapine	0093-8165
Quetiapine	0093-8166
Quetiapine	0310-0271
Quetiapine	0310-0272
Quetiapine	0310-0274
Quetiapine	0310-0275
Quetiapine	0310-0278
Quetiapine	0310-0279
Quetiapine	0310-0280
Quetiapine	0310-0281
Quetiapine	0310-0282
Quetiapine	0310-0283
Quetiapine	0310-0284
Quetiapine	0310-8283
Quetiapine	0310-8284
Quetiapine	0406-1180
Quetiapine	0406-1181
Quetiapine	0406-1182
Quetiapine	0406-1183
Quetiapine	0406-1184
Quetiapine	0615-7986
Quetiapine	0615-7987
Quetiapine	0615-7988
Quetiapine	0615-8118
Quetiapine	0615-8119
Quetiapine	0781-5342
Quetiapine	0781-5343
Quetiapine	0781-5344
Quetiapine	0781-5345
Quetiapine	0781-5346
Quetiapine	0781-5347
Quetiapine	0781-5348
Quetiapine	0904-6638
Quetiapine	0904-6639
Quetiapine	0904-6640
Quetiapine	0904-6641
Quetiapine	0904-6642
Quetiapine	0904-6643
Quetiapine	0904-6801
Quetiapine	0904-6802
Quetiapine	0904-6803
Quetiapine	0904-6804
Quetiapine	0904-6805
Quetiapine	10135-656
Quetiapine	10135-657
Quetiapine	10135-658
Quetiapine	10135-659
Quetiapine	16714-452
Quetiapine	16714-453
Quetiapine	16714-454
Quetiapine	16714-455
Quetiapine	16714-456
Quetiapine	16714-457
Quetiapine	16729-095
Quetiapine	16729-096
Quetiapine	16729-097
Quetiapine	16729-109
Quetiapine	16729-132
Quetiapine	16729-145
Quetiapine	16729-146
Quetiapine	16729-147
Quetiapine	16729-148
Quetiapine	16729-149
Quetiapine	16729-150
Quetiapine	29300-147
Quetiapine	29300-148
Quetiapine	29300-149
Quetiapine	29300-150
Quetiapine	29300-151
Quetiapine	29300-152
Quetiapine	33342-099
Quetiapine	33342-100
Quetiapine	33342-101
Quetiapine	33342-103
Quetiapine	33342-104
Quetiapine	33342-105
Quetiapine	33342-134
Quetiapine	33342-135
Quetiapine	33342-136
Quetiapine	33342-137
Quetiapine	34908-636
Quetiapine	34908-637
Quetiapine	34908-638
Quetiapine	34908-639
Quetiapine	43353-004
Quetiapine	43353-008
Quetiapine	43353-011
Quetiapine	43353-955
Quetiapine	43353-957
Quetiapine	46708-134
Quetiapine	46708-135
Quetiapine	46708-136
Quetiapine	46708-137
Quetiapine	46708-138
Quetiapine	46708-139
Quetiapine	47335-902
Quetiapine	47335-903
Quetiapine	47335-904
Quetiapine	47335-905
Quetiapine	47335-906
Quetiapine	47335-907
Quetiapine	50090-2689
Quetiapine	50090-3333
Quetiapine	50090-3377
Quetiapine	50090-3379
Quetiapine	50090-3392
Quetiapine	50090-3540
Quetiapine	50090-3749
Quetiapine	50090-4022
Quetiapine	50228-380
Quetiapine	50228-381
Quetiapine	50228-382
Quetiapine	50228-383
Quetiapine	50228-384
Quetiapine	50268-630
Quetiapine	50268-631
Quetiapine	50268-632
Quetiapine	50268-633
Quetiapine	50268-634
Quetiapine	50268-635
Quetiapine	50436-6338
Quetiapine	50436-6339
Quetiapine	50742-635
Quetiapine	50742-636
Quetiapine	50742-637
Quetiapine	50742-638
Quetiapine	50742-639
Quetiapine	51407-066
Quetiapine	51407-067
Quetiapine	51407-068
Quetiapine	51407-069
Quetiapine	51407-070
Quetiapine	51407-071
Quetiapine	51407-073
Quetiapine	51407-074
Quetiapine	51407-075
Quetiapine	51407-076
Quetiapine	51407-077
Quetiapine	52817-160
Quetiapine	52817-161
Quetiapine	52817-162
Quetiapine	52817-163
Quetiapine	52817-164
Quetiapine	55111-169
Quetiapine	55111-186
Quetiapine	55111-188
Quetiapine	55111-189
Quetiapine	55111-190
Quetiapine	55111-249
Quetiapine	55111-606
Quetiapine	55154-7881
Quetiapine	55154-7894
Quetiapine	55154-8092
Quetiapine	55289-187
Quetiapine	55289-447
Quetiapine	55289-872
Quetiapine	55700-085
Quetiapine	55700-833
Quetiapine	59746-348
Quetiapine	60429-413
Quetiapine	60429-414
Quetiapine	60429-415
Quetiapine	60429-416
Quetiapine	60429-417
Quetiapine	60429-418
Quetiapine	60505-3130
Quetiapine	60505-3132
Quetiapine	60505-3133
Quetiapine	60505-3135
Quetiapine	60505-3137
Quetiapine	60505-3139
Quetiapine	60687-327
Quetiapine	60687-338
Quetiapine	60687-349
Quetiapine	60687-360
Quetiapine	60687-371
Quetiapine	60687-382
Quetiapine	61919-084
Quetiapine	63187-219
Quetiapine	63187-269
Quetiapine	63187-452
Quetiapine	63629-4939
Quetiapine	63629-7116
Quetiapine	63739-665
Quetiapine	63739-677
Quetiapine	63739-690
Quetiapine	65162-431
Quetiapine	65862-489
Quetiapine	65862-490
Quetiapine	65862-491
Quetiapine	65862-492
Quetiapine	65862-493
Quetiapine	65862-494
Quetiapine	65862-495
Quetiapine	65862-873
Quetiapine	65862-874
Quetiapine	65862-875
Quetiapine	65862-876
Quetiapine	65862-877
Quetiapine	67046-361
Quetiapine	67046-632
Quetiapine	67046-636
Quetiapine	67046-637
Quetiapine	67046-638
Quetiapine	67296-1243
Quetiapine	67296-1336
Quetiapine	67296-1394
Quetiapine	67296-1582
Quetiapine	67877-242
Quetiapine	67877-245
Quetiapine	67877-246
Quetiapine	67877-247
Quetiapine	67877-248
Quetiapine	67877-249
Quetiapine	67877-250
Quetiapine	68001-180
Quetiapine	68001-181
Quetiapine	68001-182
Quetiapine	68001-183
Quetiapine	68001-184
Quetiapine	68001-185
Quetiapine	68071-1892
Quetiapine	68071-4161
Quetiapine	68180-445
Quetiapine	68180-446
Quetiapine	68180-447
Quetiapine	68180-448
Quetiapine	68180-449
Quetiapine	68180-450
Quetiapine	68180-612
Quetiapine	68180-613
Quetiapine	68180-614
Quetiapine	68180-615
Quetiapine	68180-616
Quetiapine	68788-7184
Quetiapine	68788-7185
Quetiapine	68788-7186
Quetiapine	68788-7195
Quetiapine	68788-7412
Quetiapine	68788-7538
Quetiapine	68788-7590
Quetiapine	68788-7813
Quetiapine	68788-9487
Quetiapine	69948-002
Quetiapine	69948-003
Quetiapine	70518-0229
Quetiapine	70518-0432
Quetiapine	70518-0570
Quetiapine	70518-0645
Quetiapine	70518-0752
Quetiapine	70518-0825
Quetiapine	70518-0974
Quetiapine	70518-0975
Quetiapine	70518-0988
Quetiapine	70518-1034
Quetiapine	70518-1477
Quetiapine	70518-1569
Quetiapine	70518-1744
Quetiapine	70518-1823
Quetiapine	70518-1841
Quetiapine	70518-1909
Quetiapine	70518-1935
Quetiapine	70518-1985
Quetiapine	70518-2016
Quetiapine	70518-2166
Quetiapine	70518-2175
Quetiapine	70518-2238
Quetiapine	70518-2280
Quetiapine	70518-2282
Quetiapine	70518-2309
Quetiapine	70518-2416
Quetiapine	70518-2424
Quetiapine	70518-2454
Quetiapine	70518-2466
Quetiapine	70518-2502
Quetiapine	70518-2522
Quetiapine	70518-2523
Quetiapine	70518-2547
Quetiapine	70518-2672
Quetiapine	70518-2702
Quetiapine	70518-2726
Quetiapine	70518-2752
Quetiapine	70518-2828
Quetiapine	70518-2901
Quetiapine	70934-185
Quetiapine	71093-135
Quetiapine	71093-136
Quetiapine	71093-137
Quetiapine	71093-138
Quetiapine	71093-139
Quetiapine	71205-026
Quetiapine	71205-031
Quetiapine	71205-401
Quetiapine	71205-402
Quetiapine	71335-0432
Quetiapine	71335-0772
Quetiapine	71335-0926
Quetiapine	71335-1353
Quetiapine	71335-1362
Quetiapine	71335-1462
Quetiapine	71335-1519
Quetiapine	71335-1562
Quetiapine	71335-1709
Quetiapine	71399-1500
Quetiapine	71399-2000
Quetiapine	71399-3000
Quetiapine	71399-4000
Quetiapine	71610-127
Quetiapine	71610-128
Quetiapine	71610-136
Quetiapine	71610-140
Quetiapine	71610-141
Quetiapine	80425-0107
Risperidone	55111-0579-30
Risperidone	50458-0591-50
Risperidone	43547-0340-06
Risperidone	16252-0562-60
Risperidone	55111-0203-05
Risperidone	51991-0316-06
Risperidone	55111-0470-81
Risperidone	49884-0401-91
Risperidone	65862-0121-05
Risperidone	50458-0595-60
Risperidone	68382-0116-05
Risperidone	43547-0342-06
Risperidone	00603-5689-28
Risperidone	16252-0560-60
Risperidone	64679-0555-02
Risperidone	00603-5688-28
Risperidone	50458-0593-50
Risperidone	00378-6044-28
Risperidone	49884-0403-91
Risperidone	13668-0035-05
Risperidone	60505-2588-06
Risperidone	50458-0590-60
Risperidone	55111-0202-05
Risperidone	50458-0602-28
Risperidone	65862-0122-05
Risperidone	64679-0554-04
Risperidone	43547-0339-06
Risperidone	59746-0040-22
Risperidone	43547-0344-06
Risperidone	00603-5683-28
Risperidone	43547-0340-50
Risperidone	43547-0344-50
Risperidone	55111-0202-60
Risperidone	64679-0571-02
Risperidone	00781-5311-08
Risperidone	50458-0601-28
Risperidone	65862-0120-60
Risperidone	64679-0557-04
Risperidone	59746-0030-22
Risperidone	00378-6042-28
Risperidone	60505-2585-06
Risperidone	51079-0346-05
Risperidone	55111-0204-60
Risperidone	68382-0116-14
Risperidone	27241-0001-50
Risperidone	27241-0006-06
Risperidone	68382-0114-05
Risperidone	00093-0221-06
Risperidone	68084-0272-01
Risperidone	23155-0317-51
Risperidone	55111-0208-81
Risperidone	00603-5689-20
Risperidone	00378-3502-05
Risperidone	50458-0591-60
Risperidone	13668-0036-05
Risperidone	50458-0590-10
Risperidone	59746-0020-22
Risperidone	49884-0311-55
Risperidone	00093-7240-05
Risperidone	50458-0594-50
Risperidone	68382-0117-05
Risperidone	16252-0558-60
Risperidone	00378-6043-93
Risperidone	27241-0002-50
Risperidone	49884-0311-91
Risperidone	16252-0561-60
Risperidone	50458-0594-60
Risperidone	64679-0571-04
Risperidone	55111-0204-05
Risperidone	27241-0006-50
Risperidone	51991-0716-41
Risperidone	55111-0203-60
Risperidone	13668-0035-60
Risperidone	60505-2589-06
Risperidone	00378-3513-91
Risperidone	50458-0592-50
Risperidone	00093-7242-05
Risperidone	60505-2587-05
Risperidone	68382-0154-06
Risperidone	00093-0221-05
Risperidone	13668-0037-60
Risperidone	43547-0339-50
Risperidone	64679-0692-01
Risperidone	49884-0315-55
Risperidone	51079-0461-20
Risperidone	51079-0460-20
Risperidone	00603-5686-28
Risperidone	43547-0341-50
Risperidone	68382-0155-06
Risperidone	00093-7240-06
Risperidone	55111-0209-81
Risperidone	68382-0113-05
Risperidone	68382-0115-05
Risperidone	51079-0463-56
Risperidone	65862-0122-60
Risperidone	51991-0317-06
Risperidone	00093-7241-06
Risperidone	68382-0117-14
Risperidone	65862-0123-60
Risperidone	50458-0593-60
Risperidone	51991-0319-06
Risperidone	00378-6043-28
Risperidone	00603-5684-32
Risperidone	49884-0315-91
Risperidone	00904-6358-61
Risperidone	50458-0594-10
Risperidone	65862-0119-05
Risperidone	50458-0605-28
Risperidone	13668-0038-05
Risperidone	60505-2586-00
Risperidone	55111-0207-81
Risperidone	55111-0205-60
Risperidone	65862-0123-05
Risperidone	43547-0342-50
Risperidone	55111-0471-81
Risperidone	00093-0225-05
Risperidone	51079-0463-20
Risperidone	00904-6360-61
Risperidone	00378-3502-91
Risperidone	55111-0201-05
Risperidone	27241-0001-06
Risperidone	00093-7241-05
Risperidone	68382-0156-06
Risperidone	65162-0673-84
Risperidone	50458-0591-10
Risperidone	51079-0462-20
Risperidone	68084-0271-01
Risperidone	00378-3511-91
Risperidone	27241-0003-06
Risperidone	51991-0321-06
Risperidone	64679-0553-04
Risperidone	68382-0113-14
Risperidone	27241-0002-06
Risperidone	50458-0593-10
Risperidone	65862-0124-60
Risperidone	49884-0402-91
Risperidone	27241-0003-50
Risperidone	60505-2588-05
Risperidone	00603-5684-20
Risperidone	13668-0039-05
Risperidone	65862-0119-60
Risperidone	68382-0114-14
Risperidone	00378-3512-05
Risperidone	50458-0604-28
Risperidone	68382-0112-05
Risperidone	13668-0039-60
Risperidone	00093-7242-06
Risperidone	49884-0212-52
Risperidone	50458-0596-01
Risperidone	60505-0380-01
Risperidone	60505-2586-06
Risperidone	00378-3514-91
Risperidone	50458-0590-50
Risperidone	00603-5684-28
Risperidone	00603-5685-28
Risperidone	59746-0050-22
Risperidone	00378-3505-91
Risperidone	43547-0343-06
Risperidone	64679-0554-02
Risperidone	64679-0572-04
Risperidone	60505-2587-06
Risperidone	00378-3505-05
Risperidone	00378-6046-28
Risperidone	00555-1771-09
Risperidone	60505-2586-05
Risperidone	16252-0559-60
Risperidone	13668-0040-05
Risperidone	27241-0004-06
Risperidone	00603-5683-20
Risperidone	00378-6045-28
Risperidone	00093-0225-06
Risperidone	43547-0343-50
Risperidone	00781-5314-08
Risperidone	00603-5686-32
Risperidone	55111-0206-60
Risperidone	43547-0341-06
Risperidone	51991-0320-06
Risperidone	60505-2584-06
Risperidone	68382-0115-14
Risperidone	00603-5686-20
Risperidone	27241-0004-50
Risperidone	00054-0063-44
Risperidone	51079-0345-05
Risperidone	50458-0592-10
Risperidone	00603-9424-45
Risperidone	13668-0040-60
Risperidone	16252-0563-60
Risperidone	00603-5685-32
Risperidone	13107-0121-05
Risperidone	00555-1774-09
Risperidone	00093-6169-31
Risperidone	00781-5313-08
Risperidone	49884-0212-55
Risperidone	13107-0120-05
Risperidone	13668-0589-06
Risperidone	13668-0036-60
Risperidone	42769-1331-01
Risperidone	51991-0318-06
Risperidone	50458-0603-28
Risperidone	64679-0553-02
Risperidone	13668-0035-01
Risperidone	13668-0037-05
Risperidone	00093-7243-06
Risperidone	55111-0201-60
Risperidone	64679-0555-04
Risperidone	65862-0121-60
Risperidone	59746-0010-32
Risperidone	55111-0205-05
Risperidone	00603-5685-20
Risperidone	60505-2585-05
Risperidone	00378-6047-28
Risperidone	00378-3513-05
Risperidone	64679-0557-02
Risperidone	13668-0038-60
Risperidone	00378-3511-05
Risperidone	00781-5310-08
Risperidone	00781-5312-08
Risperidone	27241-0005-50
Risperidone	68382-0112-14
Risperidone	27241-0005-06
Risperidone	65862-0120-05
Risperidone	50458-0592-60
Risperidone	00603-5688-20
Risperidone	00378-3512-91
Trazodone	0555-0733
Trazodone	0603-6160
Trazodone	0603-6161
Trazodone	0615-2578
Trazodone	0615-2579
Trazodone	0615-8155
Trazodone	0615-8339
Trazodone	0904-6554
Trazodone	0904-6555
Trazodone	0904-6868
Trazodone	0904-6869
Trazodone	13107-079
Trazodone	13107-080
Trazodone	13107-081
Trazodone	13107-082
Trazodone	13668-330
Trazodone	13668-331
Trazodone	13668-332
Trazodone	13668-333
Trazodone	16729-299
Trazodone	16729-300
Trazodone	16729-301
Trazodone	16729-302
Trazodone	42291-829
Trazodone	42291-833
Trazodone	42291-834
Trazodone	42291-835
Trazodone	42291-868
Trazodone	42291-869
Trazodone	43353-973
Trazodone	43353-974
Trazodone	45865-431
Trazodone	49999-343
Trazodone	49999-913
Trazodone	50090-1561
Trazodone	50090-2373
Trazodone	50090-2462
Trazodone	50090-4281
Trazodone	50090-4283
Trazodone	50090-4402
Trazodone	50090-4819
Trazodone	50090-4820
Trazodone	50090-4825
Trazodone	50090-5218
Trazodone	50111-433
Trazodone	50111-434
Trazodone	50111-441
Trazodone	50111-450
Trazodone	50111-560
Trazodone	50111-561
Trazodone	50268-776
Trazodone	53489-510
Trazodone	53489-511
Trazodone	53489-517
Trazodone	55154-8085
Trazodone	55154-8087
Trazodone	55289-060
Trazodone	55289-064
Trazodone	55289-223
Trazodone	55700-739
Trazodone	55700-782
Trazodone	55700-810
Trazodone	55700-844
Trazodone	55700-855
Trazodone	58118-0429
Trazodone	60429-187
Trazodone	60505-2653
Trazodone	60505-2654
Trazodone	60505-2655
Trazodone	60505-2659
Trazodone	60505-4089
Trazodone	60687-432
Trazodone	60687-443
Trazodone	60687-454
Trazodone	60760-806
Trazodone	60760-807
Trazodone	61919-231
Trazodone	61919-232
Trazodone	61919-386
Trazodone	61919-473
Trazodone	61919-473
Trazodone	61919-473
Trazodone	61919-585
Trazodone	61919-613
Trazodone	61919-631
Trazodone	63187-086
Trazodone	63187-133
Trazodone	63187-377
Trazodone	63187-680
Trazodone	63629-3210
Trazodone	63629-6334
Trazodone	63629-7287
Trazodone	63629-8139
Trazodone	63629-8140
Trazodone	67296-1693
Trazodone	68071-3124
Trazodone	68071-4312
Trazodone	68071-4410
Trazodone	68071-4761
Trazodone	68071-4833
Trazodone	68071-5187
Trazodone	68382-805
Trazodone	68382-806
Trazodone	68382-807
Trazodone	68382-808
Trazodone	68788-7118
Trazodone	68788-7137
Trazodone	68788-7166
Trazodone	70518-0571
Trazodone	70518-0847
Trazodone	70518-1441
Trazodone	70518-1489
Trazodone	70518-1499
Trazodone	70518-2180
Trazodone	70518-2336
Trazodone	70518-2793
Trazodone	70771-1128
Trazodone	70771-1129
Trazodone	70771-1130
Trazodone	70771-1131
Trazodone	70934-119
Trazodone	70934-153
Trazodone	70934-370
Trazodone	70934-437
Trazodone	70934-749
Trazodone	71205-505
Trazodone	71335-0164
Trazodone	71335-0343
Trazodone	71335-0705
Trazodone	71335-0730
Trazodone	71335-0742
Trazodone	71335-0773
Trazodone	71335-1483
Trazodone	71335-1575
Trazodone	71335-1630
Trazodone	71610-295
Trazodone	72789-079
Lisdexamfetamine	59417-101
Lisdexamfetamine	59417-102
Lisdexamfetamine	59417-103
Lisdexamfetamine	59417-104
Lisdexamfetamine	59417-105
Lisdexamfetamine	59417-106
Lisdexamfetamine	59417-107
Lisdexamfetamine	59417-115
Lisdexamfetamine	59417-116
Lisdexamfetamine	59417-117
Lisdexamfetamine	59417-118
Lisdexamfetamine	59417-119
Lisdexamfetamine	59417-120
